education,joiningyear,paymenttier,age,everbenched,experienceincurrentdomain,city_Ahmedabad,city_Bangalore,city_Chennai,city_Hyderabad,city_Mumbai,city_New Delhi,city_Pune,gender_Female,gender_Male,leaveornot
4,2015,3,29,0,4,0,0,0,0,0,1,0,0,1,0
2,2017,2,26,0,2,0,0,0,0,0,1,0,1,0,0
2,2013,3,26,0,4,0,1,0,0,0,0,0,1,0,0
2,2014,1,28,0,5,0,1,0,0,0,0,0,1,0,0
2,2014,3,30,0,0,0,0,0,0,0,0,1,0,1,0
3,2012,3,26,0,4,0,1,0,0,0,0,0,1,0,1
2,2013,2,26,0,4,0,0,0,0,0,1,0,1,0,1
2,2015,3,26,0,4,0,1,0,0,0,0,0,0,1,0
2,2016,3,29,0,0,0,0,0,0,0,1,0,1,0,0
2,2015,3,27,0,5,0,1,0,0,0,0,0,1,0,0
3,2018,3,28,0,2,0,0,0,0,0,1,0,1,0,1
4,2015,2,27,0,5,0,0,0,0,0,1,0,1,0,0
3,2013,1,30,0,1,0,0,0,0,0,0,1,0,1,0
2,2014,3,26,0,4,0,0,0,0,0,0,1,0,1,0
2,2015,2,26,1,4,0,0,0,0,0,0,1,1,0,1
2,2014,3,30,1,3,0,0,0,0,0,1,0,1,0,1
4,2013,3,30,0,5,0,0,0,0,0,1,0,0,1,0
2,2013,3,28,0,0,0,1,0,0,0,0,0,0,1,0
3,2014,3,26,1,4,0,0,0,0,0,1,0,0,1,1
2,2017,3,29,0,1,0,1,0,0,0,0,0,0,1,0
2,2013,3,26,0,4,0,1,0,0,0,0,0,0,1,0
2,2012,3,26,0,4,0,0,0,0,0,0,1,0,1,0
2,2014,3,26,0,4,0,0,0,0,0,0,1,0,1,0
2,2015,3,29,0,0,0,0,0,0,0,0,1,0,1,0
2,2014,1,26,0,4,0,1,0,0,0,0,0,0,1,0
2,2018,3,36,0,2,0,1,0,0,0,0,0,0,1,1
2,2018,3,37,1,4,0,1,0,0,0,0,0,1,0,1
2,2015,3,35,0,0,0,0,0,0,0,0,1,1,0,1
2,2013,2,32,0,4,0,0,0,0,0,0,1,1,0,1
2,2014,1,39,0,0,0,0,0,0,0,0,1,1,0,1
2,2018,3,32,0,1,0,0,0,0,0,0,1,1,0,1
4,2012,3,37,0,5,0,0,0,0,0,1,0,1,0,0
2,2012,3,31,0,4,0,0,0,0,0,0,1,0,1,0
2,2018,3,31,0,1,0,0,0,0,0,0,1,0,1,1
2,2017,3,33,0,2,0,1,0,0,0,0,0,0,1,0
3,2017,2,37,0,2,0,0,0,0,0,0,1,0,1,0
2,2014,3,31,1,1,0,0,0,0,0,0,1,0,1,0
3,2017,3,40,0,4,0,1,0,0,0,0,0,1,0,0
2,2017,2,32,0,0,0,0,0,0,0,1,0,0,1,0
2,2016,3,41,0,0,0,1,0,0,0,0,0,0,1,0
2,2018,3,35,1,5,0,1,0,0,0,0,0,1,0,1
2,2014,3,34,0,3,0,0,0,0,0,0,1,0,1,0
2,2017,3,31,0,0,0,1,0,0,0,0,0,0,1,0
3,2017,3,41,0,2,0,1,0,0,0,0,0,1,0,1
2,2015,3,41,0,5,0,0,0,0,0,0,1,0,1,0
2,2016,3,37,0,0,0,1,0,0,0,0,0,1,0,0
2,2018,3,32,0,3,0,1,0,0,0,0,0,1,0,1
2,2015,3,37,1,3,0,1,0,0,0,0,0,0,1,0
2,2016,3,32,0,1,0,1,0,0,0,0,0,0,1,0
3,2017,3,36,0,5,0,0,0,0,0,1,0,1,0,0
2,2014,3,36,0,3,0,1,0,0,0,0,0,0,1,0
2,2015,3,36,0,5,0,1,0,0,0,0,0,0,1,0
2,2017,3,41,0,3,0,1,0,0,0,0,0,0,1,0
2,2015,3,39,0,3,0,0,0,0,0,0,1,0,1,0
2,2013,3,37,0,0,0,0,0,0,0,0,1,0,1,0
2,2013,3,32,0,1,0,1,0,0,0,0,0,0,1,0
2,2012,3,36,0,2,0,1,0,0,0,0,0,0,1,0
2,2013,3,36,0,4,0,1,0,0,0,0,0,0,1,0
2,2014,3,36,0,1,0,1,0,0,0,0,0,0,1,0
2,2018,3,32,1,2,0,1,0,0,0,0,0,1,0,1
2,2018,3,34,0,3,0,1,0,0,0,0,0,0,1,1
2,2018,3,37,1,5,0,1,0,0,0,0,0,0,1,1
2,2018,3,40,1,3,0,0,0,0,0,0,1,0,1,1
2,2014,2,36,0,2,0,0,0,0,0,0,1,1,0,1
2,2017,2,38,0,0,0,0,0,0,0,0,1,1,0,0
3,2017,2,31,0,0,0,0,0,0,0,1,0,1,0,1
2,2013,3,41,0,4,0,0,0,0,0,1,0,1,0,0
3,2012,2,32,0,3,0,1,0,0,0,0,0,0,1,1
2,2017,2,41,0,3,0,0,0,0,0,1,0,1,0,0
2,2013,3,40,0,5,0,0,0,0,0,0,1,0,1,0
2,2014,3,38,0,2,0,1,0,0,0,0,0,1,0,1
3,2017,2,36,0,5,0,0,0,0,0,1,0,0,1,0
2,2013,3,33,0,1,0,0,0,0,0,1,0,1,0,0
2,2014,3,39,1,0,0,1,0,0,0,0,0,0,1,0
2,2013,3,39,0,0,0,1,0,0,0,0,0,0,1,0
2,2014,3,33,0,4,0,1,0,0,0,0,0,0,1,0
2,2017,3,32,0,5,0,0,0,0,0,0,1,0,1,0
2,2014,3,35,0,2,0,1,0,0,0,0,0,1,0,1
2,2014,3,36,0,5,0,1,0,0,0,0,0,0,1,0
2,2018,2,39,0,0,0,0,0,0,0,0,1,1,0,1
2,2013,3,37,0,5,0,1,0,0,0,0,0,1,0,0
3,2017,2,35,0,2,0,0,0,0,0,1,0,1,0,1
2,2017,3,36,0,5,0,1,0,0,0,0,0,0,1,0
3,2013,3,41,0,0,0,0,0,0,0,1,0,0,1,0
2,2017,3,33,0,2,0,1,0,0,0,0,0,0,1,0
2,2018,3,38,0,2,0,1,0,0,0,0,0,0,1,1
2,2015,3,34,0,2,0,1,0,0,0,0,0,0,1,0
2,2012,3,34,0,1,0,1,0,0,0,0,0,0,1,0
2,2015,3,35,1,5,0,0,0,0,0,0,1,0,1,0
2,2012,3,39,1,2,0,1,0,0,0,0,0,1,0,0
2,2012,3,41,0,3,0,1,0,0,0,0,0,1,0,0
2,2018,3,34,1,2,0,1,0,0,0,0,0,1,0,1
3,2015,2,35,0,1,0,0,0,0,0,0,1,1,0,0
2,2012,3,33,0,2,0,1,0,0,0,0,0,0,1,0
2,2015,3,39,0,3,0,1,0,0,0,0,0,0,1,0
3,2017,2,35,1,2,0,0,0,0,0,1,0,0,1,0
2,2017,2,31,0,0,0,0,0,0,0,1,0,1,0,0
2,2016,3,34,0,4,0,1,0,0,0,0,0,0,1,0
2,2013,3,40,1,5,0,1,0,0,0,0,0,1,0,0
2,2016,3,31,0,4,0,0,0,0,0,1,0,1,0,0
2,2016,3,33,0,3,0,0,0,0,0,0,1,0,1,0
2,2013,3,32,0,5,0,1,0,0,0,0,0,0,1,0
3,2017,2,31,0,4,0,0,0,0,0,1,0,0,1,1
2,2014,3,39,0,2,0,1,0,0,0,0,0,0,1,0
2,2016,3,33,0,1,0,1,0,0,0,0,0,0,1,1
2,2014,3,40,0,4,0,1,0,0,0,0,0,1,0,0
2,2016,3,39,0,0,0,1,0,0,0,0,0,1,0,1
2,2017,3,35,0,2,0,1,0,0,0,0,0,0,1,0
2,2017,3,32,0,1,0,1,0,0,0,0,0,0,1,0
2,2015,2,34,0,5,0,0,0,0,0,0,1,1,0,1
2,2017,3,40,0,4,0,1,0,0,0,0,0,1,0,0
3,2017,3,33,0,4,0,0,0,0,0,0,1,0,1,1
2,2015,2,36,0,0,0,0,0,0,0,0,1,1,0,1
3,2018,3,39,0,3,0,1,0,0,0,0,0,0,1,1
2,2012,3,37,0,5,0,1,0,0,0,0,0,1,0,1
2,2018,3,36,0,1,0,1,0,0,0,0,0,0,1,1
2,2017,2,39,0,2,0,0,0,0,0,1,0,0,1,0
2,2015,2,35,1,4,0,0,0,0,0,0,1,1,0,1
3,2018,3,41,0,2,0,0,0,0,0,1,0,0,1,1
2,2014,3,31,0,5,0,0,0,0,0,0,1,0,1,0
2,2015,2,36,1,0,0,0,0,0,0,0,1,1,0,1
2,2014,3,32,0,1,0,1,0,0,0,0,0,0,1,0
2,2017,3,37,0,2,0,1,0,0,0,0,0,0,1,1
2,2015,2,39,0,4,0,0,0,0,0,0,1,1,0,1
2,2012,3,34,0,2,0,0,0,0,0,0,1,0,1,0
2,2012,3,35,0,1,0,1,0,0,0,0,0,1,0,0
2,2015,3,40,0,2,0,1,0,0,0,0,0,1,0,0
2,2016,3,30,0,1,0,1,0,0,0,0,0,1,0,0
2,2017,3,39,0,1,0,1,0,0,0,0,0,1,0,0
2,2015,3,41,0,3,0,0,0,0,0,0,1,1,0,1
2,2012,3,40,0,2,0,0,0,0,0,0,1,0,1,0
2,2012,1,36,0,3,0,1,0,0,0,0,0,0,1,0
2,2017,2,33,0,2,0,0,0,0,0,1,0,1,0,0
3,2014,3,33,0,2,0,0,0,0,0,1,0,0,1,0
3,2018,3,40,0,2,0,0,0,0,0,1,0,0,1,1
2,2015,2,34,0,2,0,0,0,0,0,0,1,1,0,1
2,2014,3,33,0,1,0,1,0,0,0,0,0,0,1,0
3,2015,1,34,0,5,0,0,0,0,0,1,0,0,1,1
3,2017,1,40,0,5,0,0,0,0,0,1,0,0,1,0
2,2014,3,30,0,4,0,1,0,0,0,0,0,0,1,0
2,2017,3,38,0,2,0,0,0,0,0,1,0,0,1,0
2,2015,3,38,0,4,0,1,0,0,0,0,0,0,1,0
2,2015,3,32,0,2,0,1,0,0,0,0,0,0,1,0
2,2013,3,31,1,3,0,1,0,0,0,0,0,1,0,1
2,2015,3,39,0,0,0,1,0,0,0,0,0,1,0,0
3,2017,2,41,1,2,0,0,0,0,0,0,1,0,1,0
2,2015,2,35,1,2,0,0,0,0,0,0,1,1,0,1
2,2016,3,39,0,5,0,0,0,0,0,0,1,0,1,0
2,2014,3,40,0,0,0,1,0,0,0,0,0,1,0,0
2,2016,3,41,0,1,0,1,0,0,0,0,0,0,1,0
3,2015,2,34,0,1,0,0,0,0,0,0,1,1,0,0
2,2016,2,37,0,5,0,0,0,0,0,0,1,1,0,1
2,2017,2,36,0,2,0,0,0,0,0,1,0,0,1,0
2,2015,3,37,0,1,0,0,0,0,0,0,1,0,1,0
3,2015,1,40,0,1,0,0,0,0,0,0,1,1,0,0
2,2018,3,39,1,0,0,0,0,0,0,1,0,1,0,1
2,2017,2,36,0,5,0,0,0,0,0,1,0,1,0,0
2,2015,2,32,0,2,0,1,0,0,0,0,0,1,0,1
4,2015,3,31,0,1,0,0,0,0,0,0,1,1,0,0
2,2012,3,31,0,4,0,1,0,0,0,0,0,0,1,0
2,2013,3,36,0,5,0,0,0,0,0,1,0,1,0,0
2,2014,3,35,0,3,0,1,0,0,0,0,0,0,1,0
3,2013,2,33,0,2,0,0,0,0,0,1,0,1,0,1
2,2014,3,30,1,1,0,1,0,0,0,0,0,0,1,0
2,2015,3,35,0,1,0,0,0,0,0,0,1,1,0,1
2,2013,3,38,0,4,0,1,0,0,0,0,0,1,0,0
3,2017,3,39,0,4,0,1,0,0,0,0,0,1,0,1
2,2012,3,41,0,3,0,1,0,0,0,0,0,0,1,0
2,2014,2,35,0,2,0,0,0,0,0,0,1,0,1,1
2,2016,3,31,0,1,0,0,0,0,0,0,1,0,1,0
2,2017,2,32,0,4,0,0,0,0,0,1,0,1,0,1
2,2016,3,34,1,1,0,0,0,0,0,1,0,1,0,0
2,2014,3,34,1,3,0,1,0,0,0,0,0,0,1,0
3,2014,3,36,0,1,0,0,0,0,0,1,0,0,1,1
3,2017,2,41,0,4,0,1,0,0,0,0,0,0,1,0
3,2017,2,39,0,3,0,0,0,0,0,0,1,1,0,0
3,2017,2,38,0,5,0,0,0,0,0,1,0,0,1,0
2,2012,3,37,0,4,0,1,0,0,0,0,0,1,0,0
2,2015,3,38,0,3,0,1,0,0,0,0,0,0,1,1
2,2014,3,37,0,4,0,1,0,0,0,0,0,0,1,0
2,2017,3,34,0,5,0,1,0,0,0,0,0,0,1,0
2,2014,1,39,0,5,0,1,0,0,0,0,0,0,1,0
3,2017,2,38,0,2,0,0,0,0,0,1,0,1,0,1
3,2017,3,33,0,5,0,0,0,0,0,1,0,0,1,0
2,2012,3,33,0,5,0,1,0,0,0,0,0,1,0,0
2,2012,3,34,0,4,0,1,0,0,0,0,0,0,1,0
2,2016,2,32,0,0,0,0,0,0,0,0,1,1,0,1
2,2012,3,33,1,0,0,1,0,0,0,0,0,1,0,0
3,2013,3,37,0,2,0,0,0,0,0,0,1,0,1,0
3,2015,3,37,0,2,0,0,0,0,0,1,0,0,1,1
2,2013,3,37,0,2,0,0,0,0,0,1,0,0,1,0
2,2017,3,40,1,1,0,1,0,0,0,0,0,0,1,0
3,2016,3,32,0,1,0,0,0,0,0,1,0,0,1,0
2,2016,3,36,0,5,0,1,0,0,0,0,0,0,1,1
2,2014,3,36,0,4,0,1,0,0,0,0,0,0,1,0
2,2014,3,36,0,1,0,1,0,0,0,0,0,1,0,1
3,2017,3,31,0,1,0,0,0,0,0,1,0,0,1,1
2,2015,3,38,1,4,0,1,0,0,0,0,0,0,1,0
3,2017,3,38,0,2,0,0,0,0,0,1,0,0,1,0
2,2012,3,39,0,2,0,0,0,0,0,0,1,0,1,0
2,2014,1,37,0,5,0,1,0,0,0,0,0,0,1,0
2,2015,2,36,0,1,0,0,0,0,0,0,1,1,0,1
2,2013,3,35,0,2,0,1,0,0,0,0,0,1,0,1
2,2013,3,40,0,5,0,0,0,0,0,0,1,1,0,1
2,2014,3,40,0,5,0,0,0,0,0,0,1,0,1,0
2,2017,3,35,0,3,0,1,0,0,0,0,0,1,0,0
2,2012,3,41,0,5,0,1,0,0,0,0,0,1,0,0
2,2015,3,32,0,4,0,1,0,0,0,0,0,0,1,0
2,2013,3,41,0,2,0,1,0,0,0,0,0,0,1,0
2,2016,3,40,0,1,0,0,0,0,0,1,0,1,0,1
2,2017,3,40,0,3,0,0,0,0,0,0,1,0,1,0
2,2017,3,34,0,3,0,1,0,0,0,0,0,0,1,1
3,2017,2,36,1,2,0,0,0,0,0,1,0,0,1,0
2,2017,3,33,0,2,0,0,0,0,0,1,0,1,0,0
2,2014,3,41,0,2,0,0,0,0,0,0,1,0,1,0
2,2014,3,40,0,3,0,1,0,0,0,0,0,1,0,0
2,2016,3,30,0,1,0,1,0,0,0,0,0,0,1,1
3,2015,3,32,0,2,0,1,0,0,0,0,0,1,0,1
2,2017,3,34,0,1,0,0,0,0,0,0,1,1,0,1
2,2016,3,32,0,4,0,0,0,0,0,1,0,0,1,0
2,2013,3,32,0,4,0,1,0,0,0,0,0,1,0,0
2,2014,3,38,0,2,0,1,0,0,0,0,0,0,1,0
3,2017,3,32,0,1,0,0,0,0,0,1,0,0,1,1
2,2015,3,40,0,2,0,0,0,0,0,1,0,0,1,0
2,2017,1,38,0,1,0,0,0,0,0,1,0,1,0,1
2,2017,3,37,0,0,0,0,0,0,0,0,1,0,1,0
4,2014,3,30,0,1,0,1,0,0,0,0,0,0,1,0
2,2014,3,34,0,0,0,0,0,0,0,0,1,0,1,0
3,2017,2,34,0,2,0,0,0,0,0,1,0,1,0,1
2,2013,2,30,0,0,0,0,0,0,0,0,1,1,0,1
3,2017,2,31,0,1,0,0,0,0,0,1,0,0,1,0
2,2017,3,35,0,5,0,1,0,0,0,0,0,0,1,0
4,2015,3,34,0,4,0,0,0,0,0,1,0,1,0,0
2,2012,1,32,0,1,0,1,0,0,0,0,0,0,1,1
2,2017,3,31,1,0,0,0,0,0,0,0,1,0,1,0
2,2015,3,36,0,5,0,1,0,0,0,0,0,1,0,0
3,2017,3,38,0,2,0,0,0,0,0,1,0,1,0,0
2,2015,3,34,0,4,0,0,0,0,0,0,1,0,1,0
2,2013,1,39,0,1,0,1,0,0,0,0,0,0,1,1
4,2013,3,35,0,0,0,0,0,0,0,0,1,0,1,0
3,2015,2,33,0,4,0,0,0,0,0,0,1,0,1,1
3,2014,3,35,0,2,0,1,0,0,0,0,0,1,0,1
3,2015,3,40,0,2,0,0,0,0,0,1,0,0,1,0
2,2015,2,32,0,0,0,0,0,0,0,0,1,1,0,1
2,2013,3,38,0,1,0,1,0,0,0,0,0,0,1,0
2,2012,3,32,0,1,0,1,0,0,0,0,0,1,0,1
2,2018,3,36,0,3,0,1,0,0,0,0,0,1,0,1
2,2012,3,35,0,1,0,1,0,0,0,0,0,0,1,0
2,2013,3,37,0,0,0,0,0,0,0,1,0,1,0,0
2,2015,2,30,0,3,0,0,0,0,0,0,1,0,1,1
3,2017,2,37,0,1,0,0,0,0,0,0,1,1,0,0
3,2017,2,39,0,4,0,0,0,0,0,0,1,0,1,0
3,2014,3,40,0,4,0,0,0,0,0,0,1,0,1,1
2,2012,2,41,0,1,0,0,0,0,0,0,1,1,0,1
2,2018,3,41,1,0,0,0,0,0,0,0,1,0,1,1
3,2017,2,39,0,2,0,0,0,0,0,0,1,1,0,0
2,2012,3,38,0,5,0,1,0,0,0,0,0,1,0,0
2,2013,3,33,0,3,0,1,0,0,0,0,0,0,1,0
2,2014,3,36,0,3,0,1,0,0,0,0,0,1,0,0
2,2017,3,41,0,5,0,1,0,0,0,0,0,0,1,0
4,2012,3,40,0,5,0,0,0,0,0,1,0,1,0,0
2,2013,3,31,0,4,0,1,0,0,0,0,0,1,0,1
2,2012,3,33,0,1,0,1,0,0,0,0,0,1,0,0
2,2015,3,39,1,2,0,1,0,0,0,0,0,0,1,0
3,2014,2,33,0,5,0,0,0,0,0,0,1,1,0,0
2,2015,3,35,0,0,0,1,0,0,0,0,0,0,1,0
3,2012,3,38,0,2,0,0,0,0,0,1,0,0,1,0
2,2016,3,36,0,0,0,1,0,0,0,0,0,1,0,0
2,2014,2,36,0,2,0,0,0,0,0,0,1,1,0,1
2,2015,1,35,0,5,0,1,0,0,0,0,0,0,1,0
2,2017,2,34,0,5,0,0,0,0,0,0,1,1,0,1
2,2015,2,41,0,3,0,0,0,0,0,0,1,1,0,1
2,2016,3,32,0,3,0,0,0,0,0,0,1,1,0,1
2,2017,2,41,0,2,0,0,0,0,0,0,1,1,0,1
2,2016,3,36,0,0,0,1,0,0,0,0,0,0,1,0
2,2017,2,39,0,3,0,0,0,0,0,0,1,0,1,0
2,2015,3,38,0,2,0,1,0,0,0,0,0,1,0,0
2,2014,3,34,0,3,0,1,0,0,0,0,0,0,1,1
2,2012,3,39,0,5,0,1,0,0,0,0,0,1,0,0
2,2017,3,36,0,1,0,0,0,0,0,0,1,0,1,0
2,2014,3,35,0,1,0,1,0,0,0,0,0,0,1,0
3,2018,3,31,0,2,0,1,0,0,0,0,0,0,1,1
2,2012,3,30,0,4,0,1,0,0,0,0,0,1,0,0
2,2017,3,35,0,4,0,1,0,0,0,0,0,1,0,0
2,2015,1,40,0,2,0,1,0,0,0,0,0,0,1,0
2,2018,3,33,0,4,0,1,0,0,0,0,0,1,0,1
2,2016,3,37,0,0,0,1,0,0,0,0,0,1,0,0
4,2018,3,36,1,3,0,1,0,0,0,0,0,1,0,1
2,2012,3,40,0,0,0,1,0,0,0,0,0,0,1,0
2,2017,2,36,0,0,0,0,0,0,0,1,0,0,1,0
3,2015,3,38,0,0,0,0,0,0,0,1,0,1,0,0
2,2014,2,31,0,4,0,0,0,0,0,1,0,0,1,1
2,2016,3,40,0,4,0,0,0,0,0,0,1,0,1,0
2,2017,3,30,0,4,0,1,0,0,0,0,0,1,0,0
2,2015,3,38,0,0,0,0,0,0,0,1,0,1,0,0
3,2017,2,35,0,2,0,0,0,0,0,1,0,1,0,0
4,2018,3,35,0,0,0,0,0,0,0,1,0,1,0,1
2,2012,3,38,0,3,0,1,0,0,0,0,0,1,0,0
2,2012,3,31,0,5,0,0,0,0,0,0,1,1,0,0
3,2016,3,33,0,1,0,0,0,0,0,1,0,1,0,0
2,2013,2,32,0,1,0,0,0,0,0,0,1,1,0,1
2,2017,1,39,0,0,0,1,0,0,0,0,0,0,1,0
2,2018,3,35,0,2,0,0,0,0,0,1,0,1,0,1
2,2014,3,38,0,5,0,0,0,0,0,1,0,1,0,0
2,2015,3,32,0,0,0,1,0,0,0,0,0,0,1,0
2,2017,3,34,0,2,0,1,0,0,0,0,0,1,0,0
2,2017,3,41,0,1,0,1,0,0,0,0,0,0,1,0
3,2012,3,40,0,5,0,1,0,0,0,0,0,1,0,0
2,2012,2,32,0,1,0,0,0,0,0,0,1,0,1,1
2,2013,3,35,0,0,0,1,0,0,0,0,0,0,1,0
4,2013,1,36,0,3,0,0,0,0,0,1,0,1,0,0
2,2013,3,40,0,4,0,1,0,0,0,0,0,1,0,0
2,2018,2,35,0,2,0,0,0,0,0,0,1,1,0,1
3,2017,2,37,0,4,0,0,0,0,0,1,0,1,0,0
2,2017,3,34,0,3,0,1,0,0,0,0,0,0,1,0
2,2012,3,36,0,1,0,0,0,0,0,0,1,0,1,0
2,2015,3,37,0,4,0,0,0,0,0,1,0,0,1,0
2,2014,3,30,0,5,0,1,0,0,0,0,0,0,1,0
2,2017,2,39,0,0,0,0,0,0,0,1,0,1,0,0
3,2018,3,38,0,2,0,0,0,0,0,1,0,0,1,1
2,2013,3,37,0,1,0,0,0,0,0,1,0,1,0,0
2,2012,2,33,0,0,0,0,0,0,0,1,0,1,0,1
4,2014,3,38,0,3,0,1,0,0,0,0,0,1,0,0
3,2017,2,40,0,2,0,0,0,0,0,1,0,1,0,1
2,2012,3,41,1,5,0,1,0,0,0,0,0,0,1,0
2,2013,2,38,0,1,0,1,0,0,0,0,0,1,0,1
2,2012,3,37,0,4,0,1,0,0,0,0,0,0,1,0
2,2014,3,39,0,5,0,1,0,0,0,0,0,0,1,1
2,2018,3,35,0,1,0,1,0,0,0,0,0,0,1,1
3,2017,3,39,0,5,0,0,0,0,0,1,0,1,0,1
2,2015,2,31,0,1,0,0,0,0,0,0,1,1,0,1
2,2012,3,33,0,2,0,0,0,0,0,0,1,0,1,0
2,2017,3,33,0,2,0,0,0,0,0,0,1,0,1,0
2,2013,3,32,0,2,0,0,0,0,0,0,1,0,1,0
2,2015,2,40,0,4,0,0,0,0,0,0,1,1,0,1
2,2013,3,38,0,4,0,0,0,0,0,1,0,1,0,0
2,2016,3,34,1,2,0,1,0,0,0,0,0,0,1,0
2,2016,1,39,0,2,0,1,0,0,0,0,0,0,1,0
2,2012,3,38,0,2,0,1,0,0,0,0,0,0,1,0
3,2017,2,31,0,2,0,0,0,0,0,1,0,1,0,1
2,2017,3,35,0,5,0,1,0,0,0,0,0,1,0,0
2,2013,3,31,0,2,0,1,0,0,0,0,0,0,1,0
2,2012,3,33,0,1,0,0,0,0,0,0,1,0,1,0
2,2015,2,37,0,3,0,0,0,0,0,0,1,1,0,1
3,2018,3,40,0,2,0,0,0,0,0,1,0,1,0,1
2,2014,3,38,0,0,0,1,0,0,0,0,0,1,0,0
2,2012,3,31,1,5,0,1,0,0,0,0,0,1,0,0
4,2014,3,39,0,1,0,1,0,0,0,0,0,0,1,0
2,2016,3,40,0,0,0,0,0,0,0,1,0,0,1,0
2,2017,3,36,0,0,0,0,0,0,0,0,1,1,0,1
2,2015,3,39,0,3,0,1,0,0,0,0,0,1,0,1
2,2012,3,39,0,0,0,1,0,0,0,0,0,0,1,0
2,2013,3,35,0,0,0,1,0,0,0,0,0,1,0,0
3,2013,3,35,0,2,0,0,0,0,0,1,0,0,1,0
2,2013,3,35,0,5,0,1,0,0,0,0,0,0,1,0
3,2017,3,34,0,4,0,1,0,0,0,0,0,1,0,0
2,2014,3,41,0,4,0,1,0,0,0,0,0,0,1,0
2,2017,3,35,1,5,0,1,0,0,0,0,0,0,1,0
2,2013,3,40,0,1,0,1,0,0,0,0,0,0,1,0
3,2017,3,31,0,3,0,0,0,0,0,0,1,0,1,1
3,2014,3,33,0,3,0,0,0,0,0,1,0,0,1,0
2,2017,2,33,0,2,0,0,0,0,0,0,1,1,0,1
2,2016,3,39,0,5,0,1,0,0,0,0,0,1,0,0
2,2016,3,41,0,1,0,1,0,0,0,0,0,0,1,1
2,2017,3,32,0,5,0,1,0,0,0,0,0,0,1,0
2,2014,2,39,0,5,0,0,0,0,0,0,1,1,0,1
2,2014,3,31,0,1,0,1,0,0,0,0,0,0,1,0
2,2012,3,40,0,3,0,1,0,0,0,0,0,0,1,0
3,2018,3,34,0,2,0,0,0,0,0,1,0,0,1,1
2,2018,3,37,0,4,0,0,0,0,0,1,0,0,1,1
2,2016,3,37,0,0,0,1,0,0,0,0,0,1,0,0
2,2014,3,36,0,3,0,1,0,0,0,0,0,1,0,0
2,2015,2,39,0,0,0,1,0,0,0,0,0,1,0,1
2,2014,3,37,0,1,0,0,0,0,0,0,1,0,1,0
3,2014,3,37,0,2,0,0,0,0,0,1,0,0,1,0
3,2017,3,32,0,2,0,0,0,0,0,1,0,0,1,0
2,2014,3,37,0,3,0,0,0,0,0,1,0,0,1,0
2,2017,3,36,0,3,0,1,0,0,0,0,0,1,0,0
2,2015,2,40,0,2,0,0,0,0,0,0,1,1,0,1
2,2014,3,40,0,0,0,1,0,0,0,0,0,0,1,0
2,2012,3,32,0,3,0,0,0,0,0,0,1,0,1,0
2,2012,3,37,0,3,0,1,0,0,0,0,0,0,1,1
2,2017,3,40,0,1,0,0,0,0,0,0,1,1,0,1
2,2014,3,40,0,5,0,0,0,0,0,0,1,0,1,0
2,2017,3,34,1,0,0,1,0,0,0,0,0,1,0,0
2,2012,3,37,0,3,0,1,0,0,0,0,0,0,1,0
2,2017,3,35,1,3,0,1,0,0,0,0,0,0,1,0
2,2017,3,30,0,2,0,0,0,0,0,0,1,1,0,0
2,2012,3,35,0,2,0,0,0,0,0,1,0,1,0,0
2,2014,3,31,0,0,0,1,0,0,0,0,0,0,1,1
2,2016,3,41,0,4,0,1,0,0,0,0,0,0,1,0
3,2017,3,37,0,3,0,0,0,0,0,1,0,0,1,0
2,2018,3,40,0,2,0,0,0,0,0,0,1,0,1,1
2,2018,1,36,1,1,0,1,0,0,0,0,0,0,1,0
4,2018,3,37,0,2,0,0,0,0,0,1,0,1,0,1
2,2014,3,40,0,0,0,1,0,0,0,0,0,1,0,0
2,2017,3,34,0,3,0,1,0,0,0,0,0,0,1,0
2,2018,3,37,0,5,0,0,0,0,0,0,1,0,1,1
2,2016,3,38,0,0,0,0,0,0,0,0,1,0,1,0
2,2017,2,37,0,2,0,1,0,0,0,0,0,0,1,1
2,2016,3,32,0,1,0,0,0,0,0,0,1,0,1,1
2,2016,3,31,0,3,0,1,0,0,0,0,0,0,1,0
2,2013,1,40,0,2,0,1,0,0,0,0,0,0,1,0
2,2017,3,40,0,4,0,1,0,0,0,0,0,0,1,0
2,2015,3,31,0,1,0,1,0,0,0,0,0,0,1,0
3,2017,2,36,0,2,0,0,0,0,0,0,1,0,1,0
2,2017,3,38,1,2,0,1,0,0,0,0,0,0,1,0
2,2014,3,37,0,5,0,0,0,0,0,0,1,1,0,1
2,2014,3,34,0,2,0,0,0,0,0,0,1,1,0,1
2,2013,3,41,1,2,0,1,0,0,0,0,0,0,1,1
2,2015,2,32,0,3,0,0,0,0,0,0,1,1,0,1
2,2015,3,34,0,5,0,0,0,0,0,0,1,0,1,0
4,2013,3,39,0,2,0,1,0,0,0,0,0,0,1,1
3,2013,2,32,0,2,0,0,0,0,0,1,0,0,1,1
2,2012,3,31,0,3,0,1,0,0,0,0,0,1,0,0
4,2016,3,40,0,1,0,0,0,0,0,1,0,0,1,0
2,2015,3,37,0,0,0,1,0,0,0,0,0,1,0,0
3,2017,3,40,0,0,0,0,0,0,0,1,0,1,0,0
2,2013,3,31,0,1,0,1,0,0,0,0,0,0,1,0
2,2017,3,32,0,2,0,1,0,0,0,0,0,0,1,0
2,2017,3,34,1,1,0,1,0,0,0,0,0,1,0,0
