weekstatus,day_of_week,load_type,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2_,lagging_current_power_factor,leading_current_power_factor,nsm,usage_kwh
Weekday,Friday,Medium_Load,0.0,18.43,0.0,100.0,24.96,45900,4.75
Weekday,Friday,Medium_Load,0.0,24.77,0.0,100.0,21.98,46800,5.58
Weekday,Friday,Maximum_Load,21.67,1.94,0.02,91.83,99.93,47700,50.26
Weekday,Friday,Maximum_Load,27.68,0.0,0.02,88.55,100.0,48600,52.74
Weekday,Friday,Maximum_Load,16.31,0.0,0.02,93.26,100.0,49500,42.16
Weekday,Friday,Maximum_Load,13.1,0.0,0.02,94.95,100.0,50400,39.64
Weekday,Friday,Maximum_Load,20.48,0.0,0.02,92.12,100.0,51300,48.49
Weekday,Friday,Maximum_Load,23.29,0.0,0.02,90.66,100.0,52200,50.04
Weekday,Friday,Maximum_Load,26.53,0.0,0.02,89.72,100.0,53100,53.89
Weekday,Friday,Maximum_Load,26.32,0.0,0.02,89.69,100.0,54000,53.39
Weekday,Friday,Maximum_Load,15.73,0.0,0.02,93.22,100.0,54900,40.5
Weekday,Friday,Maximum_Load,20.7,0.0,0.02,91.73,100.0,55800,47.7
Weekday,Friday,Maximum_Load,26.57,0.0,0.02,89.73,100.0,56700,54.0
Weekday,Friday,Maximum_Load,21.71,0.0,0.02,90.36,100.0,57600,45.79
Weekday,Friday,Maximum_Load,24.55,0.0,0.02,90.58,100.0,58500,52.49
Weekday,Friday,Maximum_Load,11.56,0.0,0.02,96.75,100.0,59400,44.24
Weekday,Friday,Maximum_Load,4.07,0.07,0.02,99.36,100.0,60300,35.71
Weekday,Friday,Maximum_Load,11.48,0.07,0.02,97.11,100.0,61200,46.73
Weekday,Friday,Medium_Load,12.46,0.0,0.02,96.65,100.0,62100,46.91
Weekday,Friday,Medium_Load,3.24,1.69,0.02,99.54,99.87,63000,33.73
Weekday,Friday,Medium_Load,0.0,7.56,0.01,100.0,96.52,63900,27.9
Weekday,Friday,Medium_Load,0.0,7.56,0.01,100.0,96.75,64800,28.94
Weekday,Friday,Medium_Load,15.62,0.5,0.01,89.34,99.99,65700,31.07
Weekday,Friday,Medium_Load,21.64,0.0,0.02,84.25,100.0,66600,33.84
Weekday,Friday,Medium_Load,23.33,0.0,0.02,91.38,100.0,67500,52.49
Weekday,Friday,Medium_Load,6.12,0.0,0.02,98.67,100.0,68400,37.15
Weekday,Friday,Medium_Load,19.4,0.0,0.02,94.11,100.0,69300,54.0
Weekday,Friday,Medium_Load,10.15,0.0,0.02,97.61,100.0,70200,45.54
Weekday,Friday,Medium_Load,15.26,0.0,0.02,94.97,100.0,71100,46.3
Weekday,Friday,Medium_Load,18.11,0.0,0.02,94.8,100.0,72000,53.96
Weekday,Friday,Medium_Load,8.17,0.04,0.02,97.84,100.0,72900,38.63
Weekday,Friday,Medium_Load,22.39,0.0,0.03,92.88,100.0,73800,56.12
Weekday,Friday,Medium_Load,2.34,3.2,0.01,99.7,99.44,74700,30.1
Weekday,Friday,Medium_Load,0.0,21.74,0.0,100.0,18.23,75600,4.03
Weekday,Friday,Medium_Load,0.0,19.84,0.0,100.0,20.43,76500,4.14
Weekday,Friday,Medium_Load,0.0,17.78,0.0,100.0,20.8,77400,3.78
Weekday,Friday,Medium_Load,0.0,21.17,0.0,100.0,17.76,78300,3.82
Weekday,Friday,Medium_Load,0.0,18.61,0.0,100.0,20.11,79200,3.82
Weekday,Friday,Medium_Load,1.84,10.91,0.0,89.39,31.88,80100,3.67
Weekday,Friday,Medium_Load,4.97,0.0,0.0,57.91,100.0,81000,3.53
Weekday,Friday,Medium_Load,4.93,0.0,0.0,57.45,100.0,81900,3.46
Weekday,Friday,Medium_Load,6.59,0.0,0.0,53.2,100.0,82800,4.14
Weekday,Friday,Light_Load,6.16,0.0,0.0,55.78,100.0,83700,4.14
Weekday,Friday,Light_Load,4.5,0.0,0.0,60.06,100.0,84600,3.38
Weekday,Friday,Light_Load,4.43,0.0,0.0,60.66,100.0,85500,3.38
Weekday,Friday,Light_Load,4.5,0.0,0.0,61.28,100.0,0,3.49
Weekend,Saturday,Light_Load,4.68,0.0,0.0,59.45,100.0,900,3.46
Weekend,Saturday,Light_Load,4.61,0.0,0.0,60.03,100.0,1800,3.46
Weekend,Saturday,Light_Load,5.0,0.0,0.0,50.81,100.0,2700,2.95
Weekend,Saturday,Light_Load,5.0,0.0,0.0,49.39,100.0,3600,2.84
Weekend,Saturday,Light_Load,5.11,0.0,0.0,49.1,100.0,4500,2.88
Weekend,Saturday,Light_Load,5.22,0.0,0.0,49.2,100.0,5400,2.95
Weekend,Saturday,Light_Load,5.26,0.0,0.0,47.51,100.0,6300,2.84
Weekend,Saturday,Light_Load,5.33,0.0,0.0,48.05,100.0,7200,2.92
Weekend,Saturday,Light_Load,5.36,0.0,0.0,47.33,100.0,8100,2.88
Weekend,Saturday,Light_Load,5.47,0.0,0.0,47.09,100.0,9000,2.92
Weekend,Saturday,Light_Load,5.51,0.0,0.0,47.7,100.0,9900,2.99
Weekend,Saturday,Light_Load,5.47,0.0,0.0,47.47,100.0,10800,2.95
Weekend,Saturday,Light_Load,5.54,0.0,0.0,46.63,100.0,11700,2.92
Weekend,Saturday,Light_Load,5.69,0.0,0.0,51.07,100.0,12600,3.38
Weekend,Saturday,Light_Load,5.69,0.0,0.0,49.02,100.0,13500,3.2
Weekend,Saturday,Light_Load,5.62,0.0,0.0,46.11,100.0,14400,2.92
Weekend,Saturday,Light_Load,5.58,0.0,0.0,47.23,100.0,15300,2.99
Weekend,Saturday,Light_Load,5.72,0.0,0.0,45.47,100.0,16200,2.92
Weekend,Saturday,Light_Load,5.54,0.0,0.0,46.63,100.0,17100,2.92
Weekend,Saturday,Light_Load,5.51,0.0,0.0,51.5,100.0,18000,3.31
Weekend,Saturday,Light_Load,5.65,0.0,0.0,51.0,100.0,18900,3.35
Weekend,Saturday,Light_Load,5.8,0.0,0.0,44.97,100.0,19800,2.92
Weekend,Saturday,Light_Load,5.9,0.0,0.0,44.36,100.0,20700,2.92
Weekend,Saturday,Light_Load,5.76,0.0,0.0,45.22,100.0,21600,2.92
Weekend,Saturday,Light_Load,5.8,0.0,0.0,44.47,100.0,22500,2.88
Weekend,Saturday,Light_Load,5.87,0.0,0.0,44.54,100.0,23400,2.92
Weekend,Saturday,Light_Load,5.8,0.0,0.0,43.98,100.0,24300,2.84
Weekend,Saturday,Light_Load,5.94,0.0,0.0,44.48,100.0,25200,2.95
Weekend,Saturday,Light_Load,5.69,0.0,0.0,45.16,100.0,26100,2.88
Weekend,Saturday,Light_Load,5.65,0.0,0.0,45.41,100.0,27000,2.88
Weekend,Saturday,Light_Load,5.65,0.0,0.0,45.91,100.0,27900,2.92
Weekend,Saturday,Light_Load,5.58,0.0,0.0,46.37,100.0,28800,2.92
Weekend,Saturday,Light_Load,5.47,0.0,0.0,49.67,100.0,29700,3.13
Weekend,Saturday,Light_Load,5.18,0.0,0.0,55.54,100.0,30600,3.46
Weekend,Saturday,Light_Load,4.68,0.0,0.0,50.93,100.0,31500,2.77
Weekend,Saturday,Light_Load,0.04,12.53,0.0,99.99,22.92,32400,2.95
Weekend,Saturday,Light_Load,0.0,16.63,0.0,100.0,18.1,33300,3.06
Weekend,Saturday,Light_Load,0.0,16.6,0.0,100.0,17.9,34200,3.02
Weekend,Saturday,Light_Load,0.0,16.63,0.0,100.0,17.87,35100,3.02
Weekend,Saturday,Light_Load,0.0,17.6,0.0,100.0,19.83,36000,3.56
Weekend,Saturday,Light_Load,0.0,17.71,0.0,100.0,18.59,36900,3.35
Weekend,Saturday,Light_Load,0.0,16.56,0.0,100.0,18.17,37800,3.06
Weekend,Saturday,Light_Load,0.0,16.63,0.0,100.0,17.87,38700,3.02
Weekend,Saturday,Light_Load,0.0,16.63,0.0,100.0,17.87,39600,3.02
Weekend,Saturday,Light_Load,0.0,5.36,0.0,100.0,47.33,40500,2.88
Weekend,Saturday,Light_Load,0.0,4.61,0.0,100.0,52.98,41400,2.88
Weekend,Saturday,Light_Load,0.0,4.64,0.0,100.0,52.74,42300,2.88
Weekend,Saturday,Light_Load,0.0,4.61,0.0,100.0,53.51,43200,2.92
Weekend,Saturday,Light_Load,0.0,12.2,0.0,100.0,24.33,44100,3.06
Weekend,Saturday,Light_Load,0.0,16.38,0.0,100.0,18.36,45000,3.06
Weekend,Saturday,Light_Load,0.0,16.02,0.0,100.0,19.41,45900,3.17
Weekend,Saturday,Light_Load,0.0,16.09,0.0,100.0,19.33,46800,3.17
Weekend,Saturday,Light_Load,0.0,16.74,0.0,100.0,17.98,47700,3.06
Weekend,Saturday,Light_Load,0.0,16.81,0.0,100.0,17.28,48600,2.95
Weekend,Saturday,Light_Load,0.0,16.85,0.0,100.0,17.47,49500,2.99
Weekend,Saturday,Light_Load,0.0,16.74,0.0,100.0,17.75,50400,3.02
Weekend,Saturday,Light_Load,0.0,18.76,0.0,100.0,17.73,51300,3.38
Weekend,Saturday,Light_Load,0.0,18.4,0.0,100.0,19.56,52200,3.67
Weekend,Saturday,Light_Load,0.0,16.67,0.0,100.0,18.45,53100,3.13
Weekend,Saturday,Light_Load,0.0,17.1,0.0,100.0,20.6,54000,3.6
Weekend,Saturday,Light_Load,0.0,16.7,0.0,100.0,18.25,54900,3.1
Weekend,Saturday,Light_Load,0.0,16.67,0.0,100.0,17.83,55800,3.02
Weekend,Saturday,Light_Load,0.0,16.81,0.0,100.0,17.51,56700,2.99
Weekend,Saturday,Light_Load,0.0,16.81,0.0,100.0,17.51,57600,2.99
Weekend,Saturday,Light_Load,0.0,16.74,0.0,100.0,17.98,58500,3.06
Weekend,Saturday,Light_Load,0.0,16.7,0.0,100.0,17.8,59400,3.02
Weekend,Saturday,Light_Load,0.0,16.56,0.0,100.0,18.17,60300,3.06
Weekend,Saturday,Light_Load,0.0,16.67,0.0,100.0,17.83,61200,3.02
Weekend,Saturday,Light_Load,0.0,16.6,0.0,100.0,17.9,62100,3.02
Weekend,Saturday,Light_Load,0.0,16.52,0.0,100.0,18.21,63000,3.06
Weekend,Saturday,Light_Load,0.0,16.42,0.0,100.0,18.72,63900,3.13
Weekend,Saturday,Light_Load,0.0,16.31,0.0,100.0,18.44,64800,3.06
Weekend,Saturday,Light_Load,0.0,4.93,0.0,100.0,50.96,65700,2.92
Weekend,Saturday,Light_Load,0.0,4.28,0.0,100.0,56.36,66600,2.92
Weekend,Saturday,Light_Load,0.0,12.78,0.0,100.0,23.0,67500,3.02
Weekend,Saturday,Light_Load,0.0,16.49,0.0,100.0,20.54,68400,3.46
Weekend,Saturday,Light_Load,0.0,16.56,0.0,100.0,21.86,69300,3.71
Weekend,Saturday,Light_Load,0.0,16.24,0.0,100.0,18.93,70200,3.13
Weekend,Saturday,Light_Load,0.0,16.78,0.0,100.0,17.71,71100,3.02
Weekend,Saturday,Light_Load,0.0,16.85,0.0,100.0,17.47,72000,2.99
Weekend,Saturday,Light_Load,0.0,19.62,0.0,100.0,16.1,72900,3.2
Weekend,Saturday,Light_Load,0.0,25.49,0.0,100.0,14.25,73800,3.67
Weekend,Saturday,Light_Load,0.0,18.29,0.0,100.0,17.08,74700,3.17
Weekend,Saturday,Light_Load,0.0,16.78,0.0,100.0,17.94,75600,3.06
Weekend,Saturday,Light_Load,0.0,16.67,0.0,100.0,18.05,76500,3.06
Weekend,Saturday,Light_Load,0.0,16.7,0.0,100.0,18.02,77400,3.06
Weekend,Saturday,Light_Load,0.0,16.67,0.0,100.0,17.83,78300,3.02
Weekend,Saturday,Light_Load,0.0,16.6,0.0,100.0,18.13,79200,3.06
Weekend,Saturday,Light_Load,1.84,9.0,0.0,84.6,30.86,80100,2.92
Weekend,Saturday,Light_Load,4.9,0.0,0.0,50.15,100.0,81000,2.84
Weekend,Saturday,Light_Load,4.82,0.0,0.0,51.29,100.0,81900,2.88
Weekend,Saturday,Light_Load,4.9,0.0,0.0,49.21,100.0,82800,2.77
Weekend,Saturday,Light_Load,4.54,0.0,0.0,52.63,100.0,83700,2.81
Weekend,Saturday,Light_Load,4.54,0.0,0.0,52.63,100.0,84600,2.81
Weekend,Saturday,Light_Load,4.64,0.0,0.0,51.8,100.0,85500,2.81
Weekend,Saturday,Light_Load,4.64,0.0,0.0,51.8,100.0,0,2.81
Weekend,Sunday,Light_Load,4.75,0.0,0.0,55.51,100.0,900,3.17
Weekend,Sunday,Light_Load,4.72,0.0,0.0,56.59,100.0,1800,3.24
Weekend,Sunday,Light_Load,5.08,0.0,0.0,49.32,100.0,2700,2.88
Weekend,Sunday,Light_Load,4.64,0.0,0.0,51.26,100.0,3600,2.77
Weekend,Sunday,Light_Load,4.5,0.0,0.0,52.42,100.0,4500,2.77
Weekend,Sunday,Light_Load,5.0,0.0,0.0,56.0,100.0,5400,3.38
Weekend,Sunday,Light_Load,4.93,0.0,0.0,52.74,100.0,6300,3.06
Weekend,Sunday,Light_Load,4.72,0.0,0.0,51.56,100.0,7200,2.84
Weekend,Sunday,Light_Load,4.75,0.0,0.0,51.32,100.0,8100,2.84
Weekend,Sunday,Light_Load,4.9,0.0,0.0,49.75,100.0,9000,2.81
Weekend,Sunday,Light_Load,4.79,0.0,0.0,50.6,100.0,9900,2.81
Weekend,Sunday,Light_Load,5.15,0.0,0.0,48.81,100.0,10800,2.88
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.8,100.0,11700,2.84
Weekend,Sunday,Light_Load,4.9,0.0,0.0,49.75,100.0,12600,2.81
Weekend,Sunday,Light_Load,4.9,0.0,0.0,50.67,100.0,13500,2.88
Weekend,Sunday,Light_Load,4.82,0.0,0.0,50.36,100.0,14400,2.81
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.8,100.0,15300,2.84
Weekend,Sunday,Light_Load,5.0,0.0,0.0,51.7,100.0,16200,3.02
Weekend,Sunday,Light_Load,4.72,0.0,0.0,59.12,100.0,17100,3.46
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.4,100.0,18000,2.81
Weekend,Sunday,Light_Load,5.4,0.0,0.0,46.55,100.0,18900,2.84
Weekend,Sunday,Light_Load,5.26,0.0,0.0,48.03,100.0,19800,2.88
Weekend,Sunday,Light_Load,5.29,0.0,0.0,47.3,100.0,20700,2.84
Weekend,Sunday,Light_Load,5.18,0.0,0.0,47.16,100.0,21600,2.77
Weekend,Sunday,Light_Load,5.29,0.0,0.0,49.58,100.0,22500,3.02
Weekend,Sunday,Light_Load,5.44,0.0,0.0,52.44,100.0,23400,3.35
Weekend,Sunday,Light_Load,5.22,0.0,0.0,48.31,100.0,24300,2.88
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.8,100.0,25200,2.84
Weekend,Sunday,Light_Load,5.0,0.0,0.0,48.46,100.0,26100,2.77
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.4,100.0,27000,2.81
Weekend,Sunday,Light_Load,5.26,0.0,0.0,47.51,100.0,27900,2.84
Weekend,Sunday,Light_Load,5.04,0.0,0.0,49.09,100.0,28800,2.84
Weekend,Sunday,Light_Load,5.26,0.0,0.0,46.6,100.0,29700,2.77
Weekend,Sunday,Light_Load,5.0,0.0,0.0,48.99,100.0,30600,2.81
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.4,100.0,31500,2.81
Weekend,Sunday,Light_Load,0.07,12.53,0.0,99.98,27.12,32400,3.53
Weekend,Sunday,Light_Load,0.0,16.27,0.0,100.0,20.17,33300,3.35
Weekend,Sunday,Light_Load,0.0,16.09,0.0,100.0,19.1,34200,3.13
Weekend,Sunday,Light_Load,0.0,16.2,0.0,100.0,18.79,35100,3.1
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.67,36000,3.1
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.44,36900,3.06
Weekend,Sunday,Light_Load,0.0,16.27,0.0,100.0,19.12,37800,3.17
Weekend,Sunday,Light_Load,0.0,16.38,0.0,100.0,21.24,38700,3.56
Weekend,Sunday,Light_Load,0.0,17.32,0.0,100.0,20.57,39600,3.64
Weekend,Sunday,Light_Load,0.0,5.11,0.0,100.0,50.0,40500,2.95
Weekend,Sunday,Light_Load,0.0,4.14,0.0,100.0,58.93,41400,3.02
Weekend,Sunday,Light_Load,0.0,4.18,0.0,100.0,57.66,42300,2.95
Weekend,Sunday,Light_Load,0.0,4.1,0.0,100.0,58.01,43200,2.92
Weekend,Sunday,Light_Load,0.0,11.95,0.0,100.0,24.81,44100,3.06
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,22.18,45000,3.71
Weekend,Sunday,Light_Load,0.0,16.56,0.0,100.0,21.86,45900,3.71
Weekend,Sunday,Light_Load,0.0,16.09,0.0,100.0,18.92,46800,3.1
Weekend,Sunday,Light_Load,0.0,16.27,0.0,100.0,18.48,47700,3.06
Weekend,Sunday,Light_Load,0.0,16.24,0.0,100.0,18.75,48600,3.1
Weekend,Sunday,Light_Load,0.0,16.27,0.0,100.0,18.48,49500,3.06
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,19.08,50400,3.17
Weekend,Sunday,Light_Load,0.0,16.24,0.0,100.0,18.75,51300,3.1
Weekend,Sunday,Light_Load,0.0,16.2,0.0,100.0,18.79,52200,3.1
Weekend,Sunday,Light_Load,0.0,16.2,0.0,100.0,18.79,53100,3.1
Weekend,Sunday,Light_Load,0.0,16.24,0.0,100.0,18.75,54000,3.1
Weekend,Sunday,Light_Load,0.0,16.24,0.0,100.0,18.52,54900,3.06
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.67,55800,3.1
Weekend,Sunday,Light_Load,0.0,16.38,0.0,100.0,18.6,56700,3.1
Weekend,Sunday,Light_Load,0.0,16.34,0.0,100.0,18.41,57600,3.06
Weekend,Sunday,Light_Load,0.0,17.86,0.0,100.0,19.97,58500,3.64
Weekend,Sunday,Light_Load,0.0,16.85,0.0,100.0,19.67,59400,3.38
Weekend,Sunday,Light_Load,0.0,18.14,0.0,100.0,20.04,60300,3.71
Weekend,Sunday,Light_Load,0.0,17.06,0.0,100.0,18.44,61200,3.2
Weekend,Sunday,Light_Load,0.0,16.42,0.0,100.0,18.32,62100,3.06
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.67,63000,3.1
Weekend,Sunday,Light_Load,0.0,16.24,0.0,100.0,18.52,63900,3.06
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.44,64800,3.06
Weekend,Sunday,Light_Load,0.0,5.15,0.0,100.0,49.32,65700,2.92
Weekend,Sunday,Light_Load,0.0,4.18,0.0,100.0,57.27,66600,2.92
Weekend,Sunday,Light_Load,0.0,12.78,0.0,100.0,23.0,67500,3.02
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.44,68400,3.06
Weekend,Sunday,Light_Load,0.0,16.27,0.0,100.0,18.72,69300,3.1
Weekend,Sunday,Light_Load,0.0,16.34,0.0,100.0,18.64,70200,3.1
Weekend,Sunday,Light_Load,0.0,16.42,0.0,100.0,18.55,71100,3.1
Weekend,Sunday,Light_Load,0.0,16.45,0.0,100.0,18.29,72000,3.06
Weekend,Sunday,Light_Load,0.0,16.49,0.0,100.0,18.48,72900,3.1
Weekend,Sunday,Light_Load,0.0,18.97,0.0,100.0,18.84,73800,3.64
Weekend,Sunday,Light_Load,0.0,17.5,0.0,100.0,18.2,74700,3.24
Weekend,Sunday,Light_Load,0.0,16.49,0.0,100.0,18.65,75600,3.13
Weekend,Sunday,Light_Load,0.0,18.43,0.0,100.0,18.97,76500,3.56
Weekend,Sunday,Light_Load,0.0,21.38,0.0,100.0,16.92,77400,3.67
Weekend,Sunday,Light_Load,0.0,16.27,0.0,100.0,18.72,78300,3.1
Weekend,Sunday,Light_Load,0.0,16.31,0.0,100.0,18.67,79200,3.1
Weekend,Sunday,Light_Load,2.09,8.93,0.0,82.58,32.42,80100,3.06
Weekend,Sunday,Light_Load,5.58,0.0,0.0,47.23,100.0,81000,2.99
Weekend,Sunday,Light_Load,5.47,0.0,0.0,46.59,100.0,81900,2.88
Weekend,Sunday,Light_Load,5.36,0.0,0.0,46.82,100.0,82800,2.84
Weekend,Sunday,Light_Load,4.9,0.0,0.0,50.15,100.0,83700,2.84
Weekend,Sunday,Light_Load,4.9,0.0,0.0,50.15,100.0,84600,2.84
Weekend,Sunday,Light_Load,5.08,0.0,0.0,48.8,100.0,85500,2.84
Weekend,Sunday,Light_Load,5.36,0.0,0.0,47.33,100.0,0,2.88
Weekday,Monday,Light_Load,5.15,0.0,0.0,53.72,100.0,900,3.28
Weekday,Monday,Light_Load,5.18,0.0,0.0,53.5,100.0,1800,3.28
Weekday,Monday,Light_Load,5.51,0.0,0.0,46.32,100.0,2700,2.88
Weekday,Monday,Light_Load,5.47,0.0,0.0,47.09,100.0,3600,2.92
Weekday,Monday,Light_Load,5.4,0.0,0.0,47.57,100.0,4500,2.92
Weekday,Monday,Light_Load,5.47,0.0,0.0,46.59,100.0,5400,2.88
Weekday,Monday,Light_Load,5.58,0.0,0.0,45.86,100.0,6300,2.88
Weekday,Monday,Light_Load,5.62,0.0,0.0,46.11,100.0,7200,2.92
Weekday,Monday,Light_Load,5.62,0.0,0.0,47.34,100.0,8100,3.02
Weekday,Monday,Light_Load,5.54,0.0,0.0,47.86,100.0,9000,3.02
Weekday,Monday,Light_Load,5.72,0.0,0.0,51.76,100.0,9900,3.46
Weekday,Monday,Light_Load,5.47,0.0,0.0,49.67,100.0,10800,3.13
Weekday,Monday,Light_Load,5.36,0.0,0.0,47.84,100.0,11700,2.92
Weekday,Monday,Light_Load,5.33,0.0,0.0,48.05,100.0,12600,2.92
Weekday,Monday,Light_Load,5.36,0.0,0.0,47.84,100.0,13500,2.92
Weekday,Monday,Light_Load,5.33,0.0,0.0,47.54,100.0,14400,2.88
Weekday,Monday,Light_Load,5.22,0.0,0.0,52.26,100.0,15300,3.2
Weekday,Monday,Light_Load,4.97,0.0,0.0,55.43,100.0,16200,3.31
Weekday,Monday,Light_Load,5.33,0.0,0.0,47.54,100.0,17100,2.88
Weekday,Monday,Light_Load,5.29,0.0,0.0,47.82,100.0,18000,2.88
Weekday,Monday,Light_Load,5.36,0.0,0.0,46.82,100.0,18900,2.84
Weekday,Monday,Light_Load,5.29,0.0,0.0,47.82,100.0,19800,2.88
Weekday,Monday,Light_Load,5.47,0.0,0.0,46.59,100.0,20700,2.88
Weekday,Monday,Light_Load,5.29,0.0,0.0,46.91,100.0,21600,2.81
Weekday,Monday,Light_Load,5.11,0.0,0.0,48.19,100.0,22500,2.81
Weekday,Monday,Light_Load,5.0,0.0,0.0,48.46,100.0,23400,2.77
Weekday,Monday,Light_Load,4.93,0.0,0.0,48.98,100.0,24300,2.77
Weekday,Monday,Light_Load,5.22,0.0,0.0,47.79,100.0,25200,2.84
Weekday,Monday,Light_Load,5.36,0.0,0.0,47.84,100.0,26100,2.92
Weekday,Monday,Light_Load,6.73,0.0,0.0,52.76,100.0,27000,4.18
Weekday,Monday,Light_Load,7.02,0.0,0.0,55.47,100.0,27900,4.68
Weekday,Monday,Light_Load,6.62,0.0,0.0,58.05,100.0,28800,4.72
Weekday,Monday,Light_Load,43.88,0.0,0.02,69.09,100.0,29700,41.94
Weekday,Monday,Light_Load,68.9,0.0,0.03,71.21,100.0,30600,69.88
Weekday,Monday,Light_Load,58.46,0.0,0.03,68.81,100.0,31500,55.44
Weekday,Monday,Light_Load,52.13,0.0,0.03,82.29,100.0,32400,75.49
Weekday,Monday,Medium_Load,39.38,0.0,0.03,86.03,100.0,33300,66.46
Weekday,Monday,Medium_Load,35.5,0.0,0.03,86.61,100.0,34200,61.52
Weekday,Monday,Medium_Load,27.58,0.0,0.02,88.1,100.0,35100,51.37
Weekday,Monday,Medium_Load,44.42,0.0,0.04,90.23,100.0,36000,92.99
Weekday,Monday,Maximum_Load,56.27,0.0,0.05,89.67,100.0,36900,113.98
Weekday,Monday,Maximum_Load,44.75,0.0,0.04,88.31,100.0,37800,84.24
Weekday,Monday,Maximum_Load,48.67,0.0,0.05,91.8,100.0,38700,112.64
Weekday,Monday,Maximum_Load,40.43,0.0,0.04,91.33,100.0,39600,90.68
Weekday,Monday,Maximum_Load,81.18,0.0,0.06,85.5,100.0,40500,133.85
Weekday,Monday,Maximum_Load,55.48,0.0,0.04,84.13,100.0,41400,86.36
Weekday,Monday,Maximum_Load,55.48,0.0,0.04,81.53,100.0,42300,78.12
Weekday,Monday,Maximum_Load,47.09,0.0,0.03,82.34,100.0,43200,68.33
Weekday,Monday,Medium_Load,0.5,12.42,0.0,99.5,37.15,44100,4.97
Weekday,Monday,Medium_Load,0.0,16.78,0.0,100.0,21.59,45000,3.71
Weekday,Monday,Medium_Load,0.0,16.13,0.0,100.0,22.59,45900,3.74
Weekday,Monday,Medium_Load,0.0,16.16,0.0,100.0,22.55,46800,3.74
Weekday,Monday,Maximum_Load,24.55,3.31,0.02,90.07,99.79,47700,50.9
Weekday,Monday,Maximum_Load,35.14,0.0,0.03,85.98,100.0,48600,59.18
Weekday,Monday,Maximum_Load,37.84,0.0,0.03,84.6,100.0,49500,60.05
Weekday,Monday,Maximum_Load,28.33,0.0,0.02,88.6,100.0,50400,54.14
Weekday,Monday,Maximum_Load,47.56,0.0,0.04,88.4,100.0,51300,89.93
Weekday,Monday,Maximum_Load,54.54,0.0,0.06,91.18,100.0,52200,121.07
Weekday,Monday,Maximum_Load,48.92,0.0,0.04,89.25,100.0,53100,96.8
Weekday,Monday,Maximum_Load,52.88,0.0,0.05,91.15,100.0,54000,117.22
Weekday,Monday,Maximum_Load,47.84,0.0,0.04,87.86,100.0,54900,88.02
Weekday,Monday,Maximum_Load,14.33,0.0,0.02,94.25,100.0,55800,40.43
Weekday,Monday,Maximum_Load,22.0,0.0,0.02,90.6,100.0,56700,47.09
Weekday,Monday,Maximum_Load,27.14,0.0,0.03,90.18,100.0,57600,56.63
Weekday,Monday,Maximum_Load,21.46,0.0,0.02,90.94,100.0,58500,46.91
Weekday,Monday,Maximum_Load,15.55,0.0,0.02,94.21,100.0,59400,43.67
Weekday,Monday,Maximum_Load,26.32,0.0,0.02,90.03,100.0,60300,54.43
Weekday,Monday,Maximum_Load,31.03,0.0,0.03,87.96,100.0,61200,57.38
Weekday,Monday,Medium_Load,29.48,0.0,0.02,86.87,100.0,62100,51.7
Weekday,Monday,Medium_Load,14.18,0.5,0.02,94.54,99.99,63000,41.15
Weekday,Monday,Medium_Load,0.36,5.62,0.01,99.99,98.26,63900,29.7
Weekday,Monday,Medium_Load,0.14,5.65,0.01,100.0,98.15,64800,28.94
Weekday,Monday,Medium_Load,25.85,0.22,0.02,85.87,100.0,65700,43.31
Weekday,Monday,Medium_Load,32.51,0.0,0.02,80.9,100.0,66600,44.75
Weekday,Monday,Medium_Load,27.43,0.0,0.03,92.27,100.0,67500,65.66
Weekday,Monday,Medium_Load,38.56,0.0,0.04,93.05,100.0,68400,97.92
Weekday,Monday,Medium_Load,23.62,0.0,0.03,92.82,100.0,69300,58.9
Weekday,Monday,Medium_Load,26.96,0.0,0.03,93.71,100.0,70200,72.36
Weekday,Monday,Medium_Load,55.3,0.0,0.06,91.39,100.0,71100,124.49
Weekday,Monday,Medium_Load,51.59,0.0,0.05,90.76,100.0,72000,111.53
Weekday,Monday,Medium_Load,25.45,0.0,0.03,93.91,100.0,72900,69.55
Weekday,Monday,Medium_Load,41.04,0.0,0.05,93.48,100.0,73800,108.04
Weekday,Monday,Medium_Load,17.82,0.0,0.03,97.36,100.0,74700,76.07
Weekday,Monday,Medium_Load,4.5,4.54,0.02,99.3,99.29,75600,37.84
Weekday,Monday,Medium_Load,0.0,20.7,0.0,100.0,43.39,76500,9.97
